-----------------------------------------------
200 < p_{T} [GeV] < 400
 MJ: epsilon_s=0.505931, epsilon_b=0.0573352
 SD mu 40: epsilon_s=0.502156, epsilon_b=0.0395721
 MJ: epsilon_s=0.505677, epsilon_b=0.0570531
 SD mu 40: epsilon_s=0.501324, epsilon_b=0.039021
 MJ: epsilon_s=0.505305, epsilon_b=0.0566974
 SD mu 40: epsilon_s=0.500373, epsilon_b=0.0383246
 MJ: epsilon_s=0.504858, epsilon_b=0.0561532
 SD mu 40: epsilon_s=0.499196, epsilon_b=0.0375627
 MJ: epsilon_s=0.504338, epsilon_b=0.0554805
 SD mu 40: epsilon_s=0.497838, epsilon_b=0.0367456
 MJ: epsilon_s=0.503772, epsilon_b=0.054874
 SD mu 40: epsilon_s=0.496462, epsilon_b=0.0358066
 MJ: epsilon_s=0.502944, epsilon_b=0.0539629
 SD mu 40: epsilon_s=0.494572, epsilon_b=0.0347883
 MJ: epsilon_s=0.501888, epsilon_b=0.0529906
 SD mu 40: epsilon_s=0.492171, epsilon_b=0.0337509
 MJ: epsilon_s=0.500644, epsilon_b=0.051916
 SD mu 40: epsilon_s=0.489514, epsilon_b=0.0326405
 MJ: epsilon_s=0.499325, epsilon_b=0.0507104
 SD mu 40: epsilon_s=0.486809, epsilon_b=0.0314006
 MJ: epsilon_s=0.497882, epsilon_b=0.0495272
 SD mu 40: epsilon_s=0.483468, epsilon_b=0.0301524
 MJ: epsilon_s=0.49598, epsilon_b=0.048052
 SD mu 40: epsilon_s=0.480015, epsilon_b=0.0288737
 MJ: epsilon_s=0.493607, epsilon_b=0.0464819
 SD mu 40: epsilon_s=0.47596, epsilon_b=0.0276833
 MJ: epsilon_s=0.490979, epsilon_b=0.0447421
 SD mu 40: epsilon_s=0.471606, epsilon_b=0.0263571
 MJ: epsilon_s=0.487789, epsilon_b=0.0431533
 SD mu 40: epsilon_s=0.466403, epsilon_b=0.0251152
 MJ: epsilon_s=0.484628, epsilon_b=0.0415371
 SD mu 40: epsilon_s=0.460845, epsilon_b=0.0237947
 MJ: epsilon_s=0.480834, epsilon_b=0.0398347
 SD mu 40: epsilon_s=0.454728, epsilon_b=0.0226189
 MJ: epsilon_s=0.476662, epsilon_b=0.0380911
 SD mu 40: epsilon_s=0.448527, epsilon_b=0.0214202
 MJ: epsilon_s=0.471939, epsilon_b=0.0363176
 SD mu 40: epsilon_s=0.441743, epsilon_b=0.0200737
 MJ: epsilon_s=0.466652, epsilon_b=0.0342858
 SD mu 40: epsilon_s=0.434893, epsilon_b=0.0187753
 MJ: epsilon_s=0.460743, epsilon_b=0.032536
 SD mu 40: epsilon_s=0.42706, epsilon_b=0.0175671
 MJ: epsilon_s=0.455008, epsilon_b=0.0306938
 SD mu 40: epsilon_s=0.419336, epsilon_b=0.0163825
 MJ: epsilon_s=0.448325, epsilon_b=0.0287493
 SD mu 40: epsilon_s=0.410988, epsilon_b=0.0152156
 MJ: epsilon_s=0.441094, epsilon_b=0.0268098
 SD mu 40: epsilon_s=0.401873, epsilon_b=0.0140905
 MJ: epsilon_s=0.43297, epsilon_b=0.0248304
 SD mu 40: epsilon_s=0.392259, epsilon_b=0.0130785
 MJ: epsilon_s=0.424331, epsilon_b=0.0232091
 SD mu 40: epsilon_s=0.382307, epsilon_b=0.0120526
 MJ: epsilon_s=0.415344, epsilon_b=0.0215604
 SD mu 40: epsilon_s=0.372507, epsilon_b=0.0110463
 MJ: epsilon_s=0.405753, epsilon_b=0.0199417
 SD mu 40: epsilon_s=0.362041, epsilon_b=0.0102095
 MJ: epsilon_s=0.395642, epsilon_b=0.0182331
 SD mu 40: epsilon_s=0.350843, epsilon_b=0.00929719
 MJ: epsilon_s=0.384511, epsilon_b=0.0167316
 SD mu 40: epsilon_s=0.339393, epsilon_b=0.00849978
 MJ: epsilon_s=0.372912, epsilon_b=0.0152352
 SD mu 40: epsilon_s=0.327883, epsilon_b=0.00765031
 MJ: epsilon_s=0.361248, epsilon_b=0.0137238
 SD mu 40: epsilon_s=0.316025, epsilon_b=0.00684084
 MJ: epsilon_s=0.348494, epsilon_b=0.0124607
 SD mu 40: epsilon_s=0.303665, epsilon_b=0.00619199
 MJ: epsilon_s=0.335531, epsilon_b=0.0111565
 SD mu 40: epsilon_s=0.291423, epsilon_b=0.00553172
 MJ: epsilon_s=0.321507, epsilon_b=0.00999331
 SD mu 40: epsilon_s=0.278821, epsilon_b=0.00499143
 MJ: epsilon_s=0.307297, epsilon_b=0.00889376
 SD mu 40: epsilon_s=0.265455, epsilon_b=0.00445686
 MJ: epsilon_s=0.292309, epsilon_b=0.00792026
 SD mu 40: epsilon_s=0.25189, epsilon_b=0.00392991
 MJ: epsilon_s=0.277229, epsilon_b=0.00691681
 SD mu 40: epsilon_s=0.238356, epsilon_b=0.00345756
 MJ: epsilon_s=0.261761, epsilon_b=0.00601446
 SD mu 40: epsilon_s=0.224965, epsilon_b=0.00303473
 MJ: epsilon_s=0.246043, epsilon_b=0.00526187
 SD mu 40: epsilon_s=0.211168, epsilon_b=0.00262015
 MJ: epsilon_s=0.230588, epsilon_b=0.00448307
 SD mu 40: epsilon_s=0.198217, epsilon_b=0.00221383
 MJ: epsilon_s=0.214513, epsilon_b=0.00379289
 SD mu 40: epsilon_s=0.184506, epsilon_b=0.00185703
 MJ: epsilon_s=0.198737, epsilon_b=0.00320255
 SD mu 40: epsilon_s=0.171092, epsilon_b=0.0015745
 MJ: epsilon_s=0.182919, epsilon_b=0.00266089
 SD mu 40: epsilon_s=0.15775, epsilon_b=0.00133008
 MJ: epsilon_s=0.167234, epsilon_b=0.00221283
 SD mu 40: epsilon_s=0.144657, epsilon_b=0.00115929
 MJ: epsilon_s=0.151678, epsilon_b=0.00188833
 SD mu 40: epsilon_s=0.132001, epsilon_b=0.000968193
 MJ: epsilon_s=0.136972, epsilon_b=0.00151017
 SD mu 40: epsilon_s=0.119273, epsilon_b=0.000775824
 MJ: epsilon_s=0.122321, epsilon_b=0.00121313
 SD mu 40: epsilon_s=0.106777, epsilon_b=0.000642499
 MJ: epsilon_s=0.108079, epsilon_b=0.00102841
 SD mu 40: epsilon_s=0.0952967, epsilon_b=0.000547902
 MJ: epsilon_s=0.0946408, epsilon_b=0.000800014
 SD mu 40: epsilon_s=0.0834062, epsilon_b=0.000445686
 MJ: epsilon_s=0.0814648, epsilon_b=0.000624036
 SD mu 40: epsilon_s=0.0725254, epsilon_b=0.000358073
 MJ: epsilon_s=0.0695577, epsilon_b=0.00044681
 SD mu 40: epsilon_s=0.062066, epsilon_b=0.000272999
 MJ: epsilon_s=0.0583378, epsilon_b=0.000351956
 SD mu 40: epsilon_s=0.0527776, epsilon_b=0.00021459
 MJ: epsilon_s=0.0481385, epsilon_b=0.000224653
 SD mu 40: epsilon_s=0.04396, epsilon_b=0.000168878
 MJ: epsilon_s=0.0384796, epsilon_b=0.000197195
 SD mu 40: epsilon_s=0.0356049, epsilon_b=0.000138404
 MJ: epsilon_s=0.0299804, epsilon_b=0.000116071
 SD mu 40: epsilon_s=0.0282704, epsilon_b=9.84065e-05
 MJ: epsilon_s=0.0229134, epsilon_b=7.48843e-05
 SD mu 40: epsilon_s=0.0221367, epsilon_b=6.98369e-05
 MJ: epsilon_s=0.0170861, epsilon_b=6.24036e-05
 SD mu 40: epsilon_s=0.0165649, epsilon_b=5.14253e-05
 MJ: epsilon_s=0.012079, epsilon_b=4.86748e-05
 SD mu 40: epsilon_s=0.0120316, epsilon_b=4.06324e-05
 MJ: epsilon_s=0.00827594, epsilon_b=1.99691e-05
 SD mu 40: epsilon_s=0.00855062, epsilon_b=2.72999e-05
 MJ: epsilon_s=0.00540437, epsilon_b=1.99691e-05
 SD mu 40: epsilon_s=0.00573421, epsilon_b=2.15859e-05
 MJ: epsilon_s=0.00330634, epsilon_b=9.98457e-06
 SD mu 40: epsilon_s=0.00357197, epsilon_b=1.84115e-05
 MJ: epsilon_s=0.00181699, epsilon_b=7.48843e-06
 SD mu 40: epsilon_s=0.00217812, epsilon_b=6.34881e-06
 MJ: epsilon_s=0.000889714, epsilon_b=0
 SD mu 40: epsilon_s=0.00109334, epsilon_b=3.80928e-06
 MJ: epsilon_s=0.000425727, epsilon_b=0
 SD mu 40: epsilon_s=0.000558273, epsilon_b=0
 MJ: epsilon_s=0.000173212, epsilon_b=0
 SD mu 40: epsilon_s=0.000243099, epsilon_b=0
 MJ: epsilon_s=6.95632e-05, epsilon_b=0
 SD mu 40: epsilon_s=9.40635e-05, epsilon_b=0
 MJ: epsilon_s=2.0869e-05, epsilon_b=0
 SD mu 40: epsilon_s=3.29833e-05, epsilon_b=0
 MJ: epsilon_s=6.95632e-07, epsilon_b=0
 SD mu 40: epsilon_s=6.10802e-07, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=6.10802e-07, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
-----------------------------------------------
1000 < p_{T} [GeV] < 2000
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503594, epsilon_b=0.0359961
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503594, epsilon_b=0.0359961
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503594, epsilon_b=0.0359961
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503594, epsilon_b=0.0359961
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503594, epsilon_b=0.0359922
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503594, epsilon_b=0.0359922
 MJ: epsilon_s=0.52656, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.50359, epsilon_b=0.0359804
 MJ: epsilon_s=0.526552, epsilon_b=0.0542406
 SD mu 40: epsilon_s=0.503584, epsilon_b=0.0359541
 MJ: epsilon_s=0.52655, epsilon_b=0.0542357
 SD mu 40: epsilon_s=0.503569, epsilon_b=0.0359397
 MJ: epsilon_s=0.52655, epsilon_b=0.0542085
 SD mu 40: epsilon_s=0.50355, epsilon_b=0.0359016
 MJ: epsilon_s=0.526537, epsilon_b=0.0541814
 SD mu 40: epsilon_s=0.503535, epsilon_b=0.0358741
 MJ: epsilon_s=0.526534, epsilon_b=0.0541789
 SD mu 40: epsilon_s=0.503501, epsilon_b=0.0358282
 MJ: epsilon_s=0.526529, epsilon_b=0.0541542
 SD mu 40: epsilon_s=0.503471, epsilon_b=0.0357744
 MJ: epsilon_s=0.526519, epsilon_b=0.0541493
 SD mu 40: epsilon_s=0.503382, epsilon_b=0.0357232
 MJ: epsilon_s=0.52649, epsilon_b=0.0541271
 SD mu 40: epsilon_s=0.503313, epsilon_b=0.0356025
 MJ: epsilon_s=0.526477, epsilon_b=0.0540753
 SD mu 40: epsilon_s=0.503164, epsilon_b=0.0354608
 MJ: epsilon_s=0.526434, epsilon_b=0.0539988
 SD mu 40: epsilon_s=0.503051, epsilon_b=0.0352968
 MJ: epsilon_s=0.526377, epsilon_b=0.0538606
 SD mu 40: epsilon_s=0.502925, epsilon_b=0.0351196
 MJ: epsilon_s=0.526301, epsilon_b=0.0537446
 SD mu 40: epsilon_s=0.502713, epsilon_b=0.0349084
 MJ: epsilon_s=0.526209, epsilon_b=0.0535644
 SD mu 40: epsilon_s=0.502289, epsilon_b=0.034663
 MJ: epsilon_s=0.52602, epsilon_b=0.0533374
 SD mu 40: epsilon_s=0.501759, epsilon_b=0.0343022
 MJ: epsilon_s=0.525854, epsilon_b=0.0530486
 SD mu 40: epsilon_s=0.501202, epsilon_b=0.0339676
 MJ: epsilon_s=0.525532, epsilon_b=0.0527747
 SD mu 40: epsilon_s=0.500484, epsilon_b=0.0335517
 MJ: epsilon_s=0.525152, epsilon_b=0.0523922
 SD mu 40: epsilon_s=0.499608, epsilon_b=0.0330386
 MJ: epsilon_s=0.524645, epsilon_b=0.0518814
 SD mu 40: epsilon_s=0.498597, epsilon_b=0.0325702
 MJ: epsilon_s=0.524116, epsilon_b=0.051294
 SD mu 40: epsilon_s=0.497575, epsilon_b=0.031943
 MJ: epsilon_s=0.523497, epsilon_b=0.050645
 SD mu 40: epsilon_s=0.496045, epsilon_b=0.0313119
 MJ: epsilon_s=0.522558, epsilon_b=0.0498405
 SD mu 40: epsilon_s=0.494218, epsilon_b=0.0304197
 MJ: epsilon_s=0.521585, epsilon_b=0.048878
 SD mu 40: epsilon_s=0.492274, epsilon_b=0.029513
 MJ: epsilon_s=0.520648, epsilon_b=0.0477132
 SD mu 40: epsilon_s=0.490118, epsilon_b=0.0285171
 MJ: epsilon_s=0.519125, epsilon_b=0.0467705
 SD mu 40: epsilon_s=0.487739, epsilon_b=0.0275213
 MJ: epsilon_s=0.517448, epsilon_b=0.045613
 SD mu 40: epsilon_s=0.484782, epsilon_b=0.0265359
 MJ: epsilon_s=0.515337, epsilon_b=0.0444161
 SD mu 40: epsilon_s=0.481329, epsilon_b=0.0255177
 MJ: epsilon_s=0.513065, epsilon_b=0.0432094
 SD mu 40: epsilon_s=0.477441, epsilon_b=0.0244706
 MJ: epsilon_s=0.510343, epsilon_b=0.0417682
 SD mu 40: epsilon_s=0.473073, epsilon_b=0.0234577
 MJ: epsilon_s=0.507629, epsilon_b=0.0405318
 SD mu 40: epsilon_s=0.468641, epsilon_b=0.0223765
 MJ: epsilon_s=0.504258, epsilon_b=0.0392904
 SD mu 40: epsilon_s=0.464068, epsilon_b=0.021382
 MJ: epsilon_s=0.500086, epsilon_b=0.0377703
 SD mu 40: epsilon_s=0.45811, epsilon_b=0.0204097
 MJ: epsilon_s=0.495479, epsilon_b=0.0363513
 SD mu 40: epsilon_s=0.451824, epsilon_b=0.0194151
 MJ: epsilon_s=0.490918, epsilon_b=0.0344979
 SD mu 40: epsilon_s=0.445509, epsilon_b=0.0181765
 MJ: epsilon_s=0.48539, epsilon_b=0.0327013
 SD mu 40: epsilon_s=0.438588, epsilon_b=0.0170704
 MJ: epsilon_s=0.480099, epsilon_b=0.0310849
 SD mu 40: epsilon_s=0.431157, epsilon_b=0.0161099
 MJ: epsilon_s=0.473804, epsilon_b=0.0294857
 SD mu 40: epsilon_s=0.423215, epsilon_b=0.0152256
 MJ: epsilon_s=0.466933, epsilon_b=0.0279359
 SD mu 40: epsilon_s=0.414692, epsilon_b=0.0142717
 MJ: epsilon_s=0.459397, epsilon_b=0.0263466
 SD mu 40: epsilon_s=0.40644, epsilon_b=0.0134175
 MJ: epsilon_s=0.451353, epsilon_b=0.0247253
 SD mu 40: epsilon_s=0.397277, epsilon_b=0.0126119
 MJ: epsilon_s=0.442962, epsilon_b=0.022941
 SD mu 40: epsilon_s=0.387561, epsilon_b=0.0117577
 MJ: epsilon_s=0.434221, epsilon_b=0.0212999
 SD mu 40: epsilon_s=0.378007, epsilon_b=0.010813
 MJ: epsilon_s=0.424713, epsilon_b=0.0194318
 SD mu 40: epsilon_s=0.368544, epsilon_b=0.00984467
 MJ: epsilon_s=0.413563, epsilon_b=0.0179733
 SD mu 40: epsilon_s=0.357425, epsilon_b=0.00906135
 MJ: epsilon_s=0.402487, epsilon_b=0.0163124
 SD mu 40: epsilon_s=0.345749, epsilon_b=0.00826884
 MJ: epsilon_s=0.391058, epsilon_b=0.0149872
 SD mu 40: epsilon_s=0.334854, epsilon_b=0.00743172
 MJ: epsilon_s=0.378149, epsilon_b=0.0137187
 SD mu 40: epsilon_s=0.322881, epsilon_b=0.006735
 MJ: epsilon_s=0.365076, epsilon_b=0.0124749
 SD mu 40: epsilon_s=0.310649, epsilon_b=0.00613275
 MJ: epsilon_s=0.351606, epsilon_b=0.0114384
 SD mu 40: epsilon_s=0.297737, epsilon_b=0.00548457
 MJ: epsilon_s=0.337159, epsilon_b=0.0102094
 SD mu 40: epsilon_s=0.284874, epsilon_b=0.00498991
 MJ: epsilon_s=0.32299, epsilon_b=0.0090002
 SD mu 40: epsilon_s=0.271736, epsilon_b=0.00449394
 MJ: epsilon_s=0.308413, epsilon_b=0.00784032
 SD mu 40: epsilon_s=0.258522, epsilon_b=0.00400846
 MJ: epsilon_s=0.293387, epsilon_b=0.00693956
 SD mu 40: epsilon_s=0.245488, epsilon_b=0.00360433
 MJ: epsilon_s=0.276338, epsilon_b=0.00615479
 SD mu 40: epsilon_s=0.231277, epsilon_b=0.00316741
 MJ: epsilon_s=0.261015, epsilon_b=0.00553042
 SD mu 40: epsilon_s=0.217192, epsilon_b=0.00278952
 MJ: epsilon_s=0.245362, epsilon_b=0.00477527
 SD mu 40: epsilon_s=0.203668, epsilon_b=0.00242738
 MJ: epsilon_s=0.229434, epsilon_b=0.00421013
 SD mu 40: epsilon_s=0.191149, epsilon_b=0.00210067
 MJ: epsilon_s=0.213098, epsilon_b=0.00367214
 SD mu 40: epsilon_s=0.177648, epsilon_b=0.00180151
 MJ: epsilon_s=0.195785, epsilon_b=0.00311441
 SD mu 40: epsilon_s=0.163501, epsilon_b=0.00155746
 MJ: epsilon_s=0.17914, epsilon_b=0.00253694
 SD mu 40: epsilon_s=0.149658, epsilon_b=0.00126749
 MJ: epsilon_s=0.163637, epsilon_b=0.0021717
 SD mu 40: epsilon_s=0.136639, epsilon_b=0.00106149
 MJ: epsilon_s=0.148209, epsilon_b=0.00177438
 SD mu 40: epsilon_s=0.123984, epsilon_b=0.000905348
 MJ: epsilon_s=0.132719, epsilon_b=0.00145109
 SD mu 40: epsilon_s=0.111475, epsilon_b=0.000746584
 MJ: epsilon_s=0.118718, epsilon_b=0.00125366
 SD mu 40: epsilon_s=0.0997325, epsilon_b=0.000604877
 MJ: epsilon_s=0.104143, epsilon_b=0.000908164
 SD mu 40: epsilon_s=0.0878447, epsilon_b=0.000492037
 MJ: epsilon_s=0.0906091, epsilon_b=0.000624363
 SD mu 40: epsilon_s=0.0767181, epsilon_b=0.000345082
 MJ: epsilon_s=0.077715, epsilon_b=0.000530585
 SD mu 40: epsilon_s=0.0661429, epsilon_b=0.000267668
 MJ: epsilon_s=0.0658117, epsilon_b=0.000394854
 SD mu 40: epsilon_s=0.0561366, epsilon_b=0.000194191
 MJ: epsilon_s=0.0550058, epsilon_b=0.000306012
 SD mu 40: epsilon_s=0.0473318, epsilon_b=0.000141707
 MJ: epsilon_s=0.0444083, epsilon_b=0.000227041
 SD mu 40: epsilon_s=0.0386476, epsilon_b=0.000122025
 MJ: epsilon_s=0.0348194, epsilon_b=0.000165345
 SD mu 40: epsilon_s=0.0307517, epsilon_b=9.3159e-05
 MJ: epsilon_s=0.0268677, epsilon_b=0.000138199
 SD mu 40: epsilon_s=0.0237214, epsilon_b=5.77323e-05
 MJ: epsilon_s=0.0201863, epsilon_b=9.37778e-05
 SD mu 40: epsilon_s=0.0178534, epsilon_b=4.19871e-05
 MJ: epsilon_s=0.0146751, epsilon_b=3.70176e-05
 SD mu 40: epsilon_s=0.0131814, epsilon_b=2.6242e-05
 MJ: epsilon_s=0.0101255, epsilon_b=2.46784e-05
 SD mu 40: epsilon_s=0.0092965, epsilon_b=2.36178e-05
 MJ: epsilon_s=0.00661834, epsilon_b=4.93568e-06
 SD mu 40: epsilon_s=0.0062216, epsilon_b=1.70573e-05
 MJ: epsilon_s=0.00373666, epsilon_b=0
 SD mu 40: epsilon_s=0.00383482, epsilon_b=5.24839e-06
 MJ: epsilon_s=0.00223521, epsilon_b=0
 SD mu 40: epsilon_s=0.00217817, epsilon_b=0
 MJ: epsilon_s=0.00106023, epsilon_b=0
 SD mu 40: epsilon_s=0.00115546, epsilon_b=0
 MJ: epsilon_s=0.000425061, epsilon_b=0
 SD mu 40: epsilon_s=0.000453785, epsilon_b=0
 MJ: epsilon_s=0.00022142, epsilon_b=0
 SD mu 40: epsilon_s=0.000186932, epsilon_b=0
 MJ: epsilon_s=7.91938e-05, epsilon_b=0
 SD mu 40: epsilon_s=7.85658e-05, epsilon_b=0
 MJ: epsilon_s=9.6972e-06, epsilon_b=0
 SD mu 40: epsilon_s=1.08367e-05, epsilon_b=0
 MJ: epsilon_s=4.8486e-06, epsilon_b=0
 SD mu 40: epsilon_s=4.06375e-06, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=4.06375e-06, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
 MJ: epsilon_s=0, epsilon_b=0
 SD mu 40: epsilon_s=0, epsilon_b=0
